s, T, E, p, H
0, 86.15931404223194, -1250.6730815303606, 0.0, -1018.6942980304937
10, 85.85205668465545, -1249.8458225961467, 0.0, -1018.694311096113
20, 84.89586915334633, -1247.2713661503506, 0.0, -1018.6943322071147
30, 83.28700758316225, -1242.9396263709264, 0.0, -1018.6943556737169
40, 81.024972719022, -1236.8492496750903, 0.0, -1018.6943721274868
50, 78.11759147277483, -1229.0212964489747, 0.0, -1018.6943684640169
60, 74.58803467802038, -1219.5181363361658, 0.0, -1018.6943282476766
70, 70.48345814427286, -1208.4667151878768, 0.0, -1018.6942331419109
80, 65.88437491231382, -1196.0837924413142, 0.0, -1018.694066052404
90, 60.91294156836976, -1182.6982568481385, 0.0, -1018.693816451797
100, 55.737221298700966, -1168.7626114916254, 0.0, -1018.693487378151
110, 50.56772141928717, -1154.8436575550857, 0.0, -1018.6931016969402
120, 45.64308419484771, -1141.5839689231382, 0.0, -1018.6927033135624
130, 41.204634860200564, -1129.6333565868492, 0.0, -1018.6923495038508
140, 37.464169599371395, -1119.5621239768302, 0.0, -1018.6920951806987
150, 34.57346000551493, -1111.7789428264198, 0.0, -1018.6919761691712
160, 32.604361014110204, -1106.4772859598406, 0.0, -1018.6920001910098
170, 31.544243140247442, -1103.6231349185412, 0.04009059858970302, -1018.6921529180133
180, 31.305246886977557, -1102.9798901488998, 0.13365222654403772, -1018.6923912205259
190, 31.745932835400527, -1104.166697904202, 0.22438065585305972, -1018.6926785008562
200, 32.69377536160528, -1106.7190127500576, 0.2696671652359426, -1018.692984215457
210, 33.9651770710375, -1110.142465883486, 0.22170854307257612, -1018.6932645303418
220, 35.38653787002625, -1113.9696345479051, 0.16218913787585726, -1018.6935045251316
230, 36.806927409943775, -1117.794135429017, 0.0928846172112127, -1018.6936917933879
240, 38.10558274077275, -1121.2908161947487, 0.017505592448672943, -1018.6938210001825
250, 39.195785587194926, -1124.2261931198655, 0.06846415266081096, -1018.6938921734784
260, 40.02544908616382, -1126.4600295877597, 0.15427220868503325, -1018.6939094502087
270, 40.57510432656095, -1127.939914346249, 0.240906025734533, -1018.6938804532432
280, 40.85367731333383, -1128.6898909606655, 0.32560473532200346, -1018.693816015153
290, 40.89229481683376, -1128.7937798437144, 0.40581049706783756, -1018.6937295870786
300, 40.73654479955487, -1128.3743383386231, 0.47911154578095166, -1018.6936356585096
310, 40.43813571828805, -1127.570801238445, 0.5432926069199497, -1018.6935471050975
320, 40.04743239138897, -1126.5187812337062, 0.5963900393932818, -1018.693472365835
330, 39.60839593659777, -1125.3366434842092, 0.6367412203522612, -1018.6934139286759
340, 39.15674379275687, -1124.1205523394506, 0.6630255983564319, -1018.6933690820803
350, 38.72094713807848, -1122.94715949522, 0.6742963325079424, -1018.6933325827719
360, 38.32511346880537, -1121.8813616479802, 0.598626026797618, -1018.6932931400298
370, 37.99176030327347, -1120.9837979213019, 0.4699089212439995, -1018.6932628103563
380, 37.7398879403476, -1120.3056210927452, 0.3276411533404115, -1018.6932372066358
390, 37.5848631562747, -1119.8882094206974, 0.17515951110468705, -1018.6932204642171
400, 37.536269223159884, -1119.7573686386254, 0.016079001418672852, -1018.6932159314208
410, 37.59796375929112, -1119.9234849313689, 0.0, -1018.6932233873031
420, 37.766976048299256, -1120.378557446188, 0.0, -1018.6932404547052
430, 38.03151772173114, -1121.0908414902326, 0.0, -1018.6932619155348
440, 38.376272563680644, -1122.019095229267, 0.0, -1018.6932839279106
450, 38.78459274258898, -1123.1184942767502, 0.0, -1018.693305392894
460, 39.23931353651109, -1124.3428246697417, 0.0, -1018.6933273314978
470, 39.72248938548394, -1125.6437703165147, 0.0, -1018.6933509954624
480, 40.21500409763088, -1126.9698617688587, 0.0, -1018.6933761362334
490, 40.69695133905076, -1128.2675000569877, 0.0, -1018.6934003936739
500, 41.149107151544634, -1129.4849220271235, 0.0, -1018.6934199680187
