s, T, E, p, H
0, 86.51509747231279, -1250.662233093129, 0.0, -1017.7255240547752
10, 86.18447948194701, -1249.7720859778424, 0.0, -1017.725546041469
20, 85.2328933238833, -1247.2100259964973, 0.0, -1017.7255746955409
30, 83.652774397943, -1242.955681058976, 0.0, -1017.7256051589784
40, 81.4397510809029, -1236.997272597726, 0.0, -1017.7256291974597
50, 78.59718269699215, -1229.3438335985225, 0.0, -1017.7256350178329
60, 75.14254253925127, -1220.0423947219915, 0.0, -1017.7256074876099
70, 71.11544101972551, -1209.1995872699215, 0.0, -1017.7255292507717
80, 66.5865758194399, -1197.0057435605813, 0.0, -1017.7253833612886
90, 61.666008693509795, -1183.7572002823745, 0.025987660773744564, -1017.7251718356209
100, 56.50567080482972, -1169.8629942053137, 0.18433890170889766, -1017.724865903558
110, 51.302156993330605, -1155.8524761476503, 0.33837518292425356, -1017.7244965725273
120, 46.285930877456046, -1142.346193308056, 0.48464247087849643, -1017.7241015763582
130, 41.69760179033826, -1129.9920253337457, 0.6199217449690758, -1017.7237343693673
140, 37.75765842857522, -1119.38368099172, 0.7413131970872547, -1017.723451132287
150, 34.63519566780236, -1110.9764803812068, 0.8463132499964711, -1017.723294157389
160, 32.42443561100499, -1105.0241302445033, 0.9067997763477266, -1017.7232828280091
170, 31.133797412501774, -1101.5492814835206, 0.8449644353073416, -1017.7233999782044
180, 30.694874101893078, -1100.3677220223371, 0.7586860967523011, -1017.7236151954362
190, 30.98077482107002, -1101.1377645221983, 0.6509040664182599, -1017.7238871629565
200, 31.828758628223245, -1103.4211987613382, 0.5253329044642856, -1017.7241758803649
210, 33.06336349681499, -1106.7455714043094, 0.38638041766742104, -1017.7244489909449
220, 34.515578214855196, -1110.6558076165811, 0.2391464717690518, -1017.7246842077764
230, 36.03650596972965, -1114.7509991582442, 0.09072880791601907, -1017.7248690251054
240, 37.505499658705524, -1118.7063065271777, 0.06946496728443978, -1017.7249990260926
250, 38.833586388009095, -1122.2821771196204, 0.20727216360927844, -1017.7250757850892
260, 39.96328636511008, -1125.323855699671, 0.3358888154603973, -1017.725104958794
270, 40.86588009320034, -1127.7540249937742, 0.44746567129515247, -1017.7250947956379
280, 41.53698412863369, -1129.560892568594, 0.5373477584960701, -1017.7250550212955
290, 41.991108295386006, -1130.783535535477, 0.6018046986056116, -1017.724995916648
300, 42.25576457784987, -1131.4960381950236, 0.6379975808975845, -1017.7249274150375
310, 42.36567830759565, -1131.7919050786736, 0.6440595032977375, -1017.7248581761708
320, 42.35765009976273, -1131.7702261976453, 0.6191656669240011, -1017.7247947630402
330, 42.266546729378014, -1131.5248822290932, 0.5635694808972157, -1017.7247411530467
340, 42.122707690078464, -1131.1375618857796, 0.4785970948241058, -1017.7246987927048
350, 41.950755040854624, -1130.6745581516777, 0.3665985979990721, -1017.7246672494791
360, 41.76947243444125, -1130.1864436213298, 0.23085822283347016, -1017.7246452599428
370, 41.59221013449918, -1129.7091619748794, 0.0754725778724374, -1017.7246317203484
380, 41.4276322081482, -1129.2660239703866, 0.034273311747559376, -1017.7246099078801
390, 41.28286313253575, -1128.8762444762717, 0.04682046157798024, -1017.7246124637072
400, 41.15754489855289, -1128.538842584511, 0.06858468704726431, -1017.7246223978512
410, 41.04588000156685, -1128.2382066361324, 0.09781596192062839, -1017.7246374847138
420, 40.9389732915092, -1127.9503836614688, 0.13262450852346508, -1017.7246544124778
430, 40.82674451366088, -1127.6482295456428, 0.17105796890675812, -1017.7246695472818
440, 40.700016165760736, -1127.3070313346784, 0.21117160699285828, -1017.7246798093375
450, 40.55228983532216, -1126.9092905245168, 0.2510904874184073, -1017.724683280302
460, 40.38086095222178, -1126.4477247283053, 0.2890632570984211, -1017.7246794661053
470, 40.187112909262126, -1125.9260595751352, 0.32350756623670845, -1017.7246692937215
480, 39.9759915885454, -1125.3576136762042, 0.3530473628174007, -1017.724654883541
490, 39.75479789080875, -1124.7620471184596, 0.3765423465330443, -1017.7246390853304
500, 39.53156953410959, -1124.1610038885308, 0.3931098377826871, -1017.7246248121128
510, 39.313430226341794, -1123.5736663928742, 0.40213925511278986, -1017.7246143142625
520, 39.105311211715936, -1123.013312725698, 0.4032993358554325, -1017.7246086068254
530, 38.90936244019528, -1122.4857310552438, 0.3965382021018521, -1017.7246072467644
540, 38.72517770075142, -1121.9898260117197, 0.38207637938521466, -1017.7246085631086
550, 38.55071046081928, -1121.5200851649172, 0.36039292285739977, -1017.724610291789
560, 38.38353717747901, -1121.0699812229711, 0.3322048946548847, -1017.7246103848395
570, 38.222028413497924, -1120.6351258327252, 0.2984405628155144, -1017.7246076510869
580, 38.06607277368124, -1120.2152189406718, 0.2602068508842236, -1017.7246019619015
590, 37.91722515713503, -1119.81444770439, 0.2187517510580497, -1017.7245940023133
600, 37.77839343324921, -1119.4406423973317, 0.1754226133877287, -1017.7245847819141
610, 37.6533143456457, -1119.1038648585939, 0.13162142769239552, -1017.7245751818035
620, 37.54606215918881, -1118.8150853164843, 0.08875840880427349, -1017.724565716598
630, 37.46072754414537, -1118.5853178161742, 0.048205361551145104, -1017.7245565472155
640, 37.40127293042384, -1118.425230965991, 0.011250418983439883, -1017.7245476772006
650, 37.37150782484094, -1118.3450813262077, 0.0, -1017.724538798293
660, 37.37496606415455, -1118.3543849954124, 0.0, -1017.7245313656401
670, 37.41445133530774, -1118.4606908259675, 0.0, -1017.7245254727316
680, 37.49179836820568, -1118.66893950821, 0.0, -1017.7245219097184
690, 37.607468965098775, -1118.980374815036, 0.0, -1017.7245210746454
700, 37.76035963431945, -1119.3920252135176, 0.0, -1017.7245225196906
710, 37.948056493057756, -1119.897390096544, 0.0, -1017.7245248723757
720, 38.16755877571866, -1120.4883883437842, 0.0, -1017.7245263936883
730, 38.41616320816396, -1121.1577405344149, 0.0, -1017.724526066226
740, 38.691939136927665, -1121.9002492637949, 0.0, -1017.7245246539653
750, 38.99325741414351, -1122.711530972815, 0.0, -1017.7245249806783
760, 39.31725509468249, -1123.58388129926, 0.0, -1017.724530992133
770, 39.65774053636945, -1124.5006331959978, 0.010145680501239424, -1017.7245462662553
780, 40.00339462861792, -1125.4313107808289, 0.04488671292868391, -1017.7245709469529
790, 40.337657218915076, -1126.3313245090667, 0.08275884067763407, -1017.724602706571
800, 40.64017779470701, -1127.1458768291784, 0.12265367530910663, -1017.7246365275975
810, 40.889575932803524, -1127.8173963437057, 0.1634269956320373, -1017.7246665191882
820, 41.06672926203018, -1128.2943921401416, 0.20393038705988983, -1017.7246876058811
830, 41.1576400388331, -1128.5391729825035, 0.24304189558177566, -1017.7246966363477
840, 41.15526124614692, -1128.5327643177059, 0.2796951057916312, -1017.7246927281301
850, 41.06006975306959, -1128.276451205549, 0.31290612200260437, -1017.7246769995943
860, 40.87951179266622, -1127.7902846880115, 0.3417979868000699, -1017.7246519569653
870, 40.62664412142233, -1127.1094224833143, 0.36562211777826603, -1017.724620785032
880, 40.318356414307765, -1126.2793422743507, 0.38377638704213995, -1017.724586730212
890, 39.97351731950386, -1125.3508496654165, 0.3958195151236736, -1017.7245526936915
900, 39.61127772950786, -1124.3755096724128, 0.4014815053961949, -1017.7245210623767
910, 39.24963948645455, -1123.401793047636, 0.4006699089240902, -1017.7244937087262
920, 38.904307021356544, -1122.4719844312456, 0.39347178297165436, -1017.7244720346644
930, 38.587811964751815, -1121.6198254089206, 0.3801512875045216, -1017.7244569625443
940, 38.30892277904903, -1120.8689249153788, 0.36114295024569515, -1017.7244488681561
950, 38.07237639411717, -1120.232036633768, 0.33704071903146493, -1017.7244475351913
960, 37.878954669842706, -1119.711264927847, 0.30858300724569626, -1017.7244522165756
970, 37.7258721272739, -1119.2991089638217, 0.2766340214546435, -1017.7244618134644
980, 37.60738057436499, -1118.9800908420445, 0.24216173839984118, -1017.7244750884013
990, 37.5154783057862, -1118.7326652027912, 0.20621297072822314, -1017.7244907931602
1000, 37.44065364273421, -1118.5312211453816, 0.16988602793686874, -1017.7245076515383
1010, 37.37266437321439, -1118.34818071678, 0.13430154258227883, -1017.7245242517627
1020, 37.301397816327764, -1118.1563145258478, 0.10057209391650168, -1017.7245389892544
1030, 37.21782804457739, -1117.931319127712, 0.06977132345487239, -1017.72455018737
1040, 37.11499463787955, -1117.6544525790084, 0.042903299873287004, -1017.724556416196
1050, 36.988826472920536, -1117.3147528476165, 0.02087295190824934, -1017.7245568988664
1060, 36.838592089260416, -1116.9102507019215, 0.004458442079161184, -1017.7245518171133
1070, 36.66681742595379, -1116.447748231728, 0.0, -1017.724542321393
1080, 36.47863996348337, -1115.9410797229584, 0.0, -1017.7245303396772
1090, 36.28079135749167, -1115.4083716283983, 0.0, -1017.7245177458334
1100, 36.08052823818155, -1114.8691635903585, 0.0038177248859635623, -1017.724506140749
1110, 35.88469696371684, -1114.3418898928765, 0.02075051548383441, -1017.7244963998867
1120, 35.69918904111689, -1113.8424132519801, 0.04427202507404175, -1017.7244887101153
1130, 35.528738344087735, -1113.3834793118635, 0.07385838714527904, -1017.724483044708
1140, 35.3768434635552, -1112.9745078770306, 0.10880476506416324, -1017.7244794620161
1150, 35.24567327099005, -1112.621338697293, 0.1482461596348812, -1017.7244781555485
1160, 35.135931617739594, -1112.3258669534503, 0.1911836443117984, -1017.7244792285835
1170, 35.04679724085786, -1112.0858811815185, 0.23651503278939287, -1017.7244824183432
1180, 34.97608003860645, -1111.8954839355092, 0.28306879083079656, -1017.7244869963637
1190, 34.92064502516462, -1111.7462333772964, 0.3296398862501141, -1017.7244918857423
1200, 34.877041795001766, -1111.6288382780963, 0.37502622958895127, -1017.7244958675617
1210, 34.84222515524432, -1111.535098448228, 0.41806438663801493, -1017.7244977512419
1220, 34.81426409777579, -1111.45981373305, 0.4576633304336956, -1017.7244965056345
1230, 34.79295428379721, -1111.4024332556637, 0.4928351303332891, -1017.7244914237967
1240, 34.78023549205789, -1111.3681795975613, 0.5227216353614427, -1017.724482349325
1250, 34.78029065763279, -1111.368315664282, 0.5466163868451543, -1017.7244698860451
1260, 34.799218522638576, -1111.4192633684627, 0.563981183239033, -1017.7244554493697
1270, 34.8442595138981, -1111.5405191286093, 0.5744569129779981, -1017.7244410430095
1280, 34.92270023323351, -1111.7517037709613, 0.577868466413312, -1017.724428754994
1290, 35.04072750828673, -1112.0694764973491, 0.574223733782375, -1017.7244201249376
1300, 35.202566246292925, -1112.5052131289524, 0.5637068909891674, -1017.7244156647835
1310, 35.410150681036434, -1113.064120917601, 0.5466663658505233, -1017.7244148179514
1320, 35.66334903812425, -1113.7458439355275, 0.5235980596288943, -1017.7244164513203
1330, 35.96048803067962, -1114.5458760520548, 0.49512456519505305, -1017.7244196587318
1340, 36.298767737054646, -1115.4566786191413, 0.46197126522031245, -1017.7244244131858
1350, 36.67423995832254, -1116.467622272653, 0.4249403014445958, -1017.7244316392671
1360, 37.081322213997225, -1117.5636778026892, 0.3848834695586411, -1017.7244426208345
1370, 37.51215839060949, -1118.7236938325934, 0.3426751056787917, -1017.7244580953808
1380, 37.95629433349925, -1119.9195227082937, 0.2991859854561021, -1017.724477593007
1390, 38.401008655385105, -1121.1169111370666, 0.2552591561888998, -1017.7244993929615
1400, 38.832319649969236, -1122.2782117674938, 0.21168847228609788, -1017.7245210491305
1410, 39.23639145125573, -1123.3661699140855, 0.1692004169304726, -1017.7245401150665
1420, 39.60095190835601, -1124.3477416390908, 0.12843958391421167, -1017.7245546829568
1430, 39.91642408802067, -1125.197140443232, 0.08995798156693866, -1017.7245635716816
1440, 40.176653542798576, -1125.8977953090848, 0.054208123195358816, -1017.7245662443122
1450, 40.379258462859205, -1126.4432933043395, 0.02153970027059303, -1017.7245626485989
1460, 40.52568265659398, -1126.837521851615, 0.0, -1017.7245528396952
1470, 40.62104658842789, -1127.0942690184718, 0.0, -1017.724538341925
1480, 40.6734750984905, -1127.2354114567295, 0.0, -1017.7245201625498
1490, 40.69330525935116, -1127.288783241903, 0.0, -1017.7245004294156
1500, 40.69188358421003, -1127.2849369067917, 0.0, -1017.7244818693213
1510, 40.680004827715024, -1127.252939634131, 0.0, -1017.724467435798
1520, 40.66625029685088, -1127.2158986139855, 0.0, -1017.7244596647323
1530, 40.65558217218501, -1127.1871755737434, 0.0, -1017.7244599100655
1540, 40.64860558542588, -1127.168399379879, 0.0, -1017.7244677574549
1550, 40.64180630801837, -1127.1501059153777, 0.0, -1017.7244809394167
1560, 40.62880069422377, -1127.1151040325271, 0.0, -1017.7244958913712
1570, 40.602294339037215, -1127.043750140656, 0.0, -1017.7245087704586
1580, 40.556200095666206, -1126.9196519157795, 0.0, -1017.7245165302039
1590, 40.48733317223857, -1126.7342329851708, 0.0, -1017.7245176589088
1600, 40.39627574593315, -1126.4890610693308, 0.0, -1017.7245123999505
1610, 40.287279810270284, -1126.1955861524336, 0.0, -1017.7245025000695
1620, 40.167335020243335, -1125.8726301565162, 0.0, -1017.7244906546122
1630, 40.04469911563878, -1125.5424295214762, 0.0, -1017.7244798345657
1640, 39.92725927852237, -1125.2262226155133, 0.0, -1017.7244726436485
1650, 39.82108039948578, -1124.9403405193066, 0.0, -1017.7244708085151
1660, 39.72942522897425, -1124.6935685247945, 0.0, -1017.7244748612951
1670, 39.65242559696466, -1124.486260814283, 0.0, -1017.7244840399915
1680, 39.58746248966837, -1124.3113639188025, 0.0, -1017.7244964131198
