s, T, E, p, H
0, 90.10535698486449, -1250.629602088184, 0.0, -1008.0263347278553
10, 89.6388883972093, -1249.3736676890796, 0.0, -1008.0263390128974
20, 88.53040925873579, -1246.3891673357325, 0.0, -1008.0263522311419
30, 86.77961381591243, -1241.6752727353728, 0.0, -1008.0263693128576
40, 84.38848422812548, -1235.2373119075357, 0.0, -1008.0263814323616
50, 81.36610259035145, -1227.0997251431056, 0.0, -1008.0263758847398
60, 77.73547435862257, -1217.3244370638752, 0.0, -1008.0263364817454
70, 73.54205559874787, -1206.0338172045354, 0.0, -1008.0262450282427
80, 68.86307316869762, -1193.4357772133933, 0.0, -1008.026084491065
90, 63.81582038095858, -1179.8461115887897, 0.0, -1008.0258441622816
100, 58.56209018204132, -1165.7004402882274, 0.0, -1008.025526198492
110, 53.30528044421611, -1151.5464206920303, 0.0, -1008.0251514128051
120, 48.27725264322657, -1138.008366960018, 0.0, -1008.0247608532891
130, 43.714391663109325, -1125.7227866644675, 0.0, -1008.0244099750455
140, 39.82627265974466, -1115.2540047418188, 0.0, -1008.0241551818159
150, 36.76429846098167, -1107.0097048954322, 0.0, -1008.0240371471467
160, 34.599253425412805, -1101.1804822061936, 0.0, -1008.0240683134751
170, 33.31444313453457, -1097.7213697088982, 0.0, -1008.024230435752
180, 32.815768332303655, -1096.3789699552965, 0.0, -1008.0244826666689
190, 32.95447194963688, -1096.752713845597, 0.0, -1008.0247753895168
200, 33.55514203407829, -1098.3702699331818, 0.0, -1008.025063314948
210, 34.441789026105255, -1100.757763981396, 0.0, -1008.0253135359492
220, 35.45739244943858, -1103.4924095380825, 0.0, -1008.025507811516
230, 36.47539503044053, -1106.2334533884168, 0.0, -1008.0256407926576
240, 37.40389255528408, -1108.7334528902352, 0.0, -1008.0257164186861
250, 38.18438027355535, -1110.834896860655, 0.0, -1008.0257440369236
260, 38.787167787982945, -1112.4578570452275, 0.0, -1008.0257350061506
270, 39.20536378617546, -1113.5837898356044, 0.0, -1008.0257001631542
