s, T, E, p, H
0, 89.72569040233925, -1250.6275297022282, 0.0, -1009.0464918353539
10, 89.24621688727703, -1249.3365675957255, 0.0, -1009.0464833997453
20, 88.1192798251874, -1246.302354438996, 0.0, -1009.0464806664684
30, 86.35179158343125, -1241.5434964363883, 0.0, -1009.0464787054947
40, 83.9535826090648, -1235.086532813642, 0.09083792736253668, -1009.0465488536915
50, 80.92749642766944, -1226.9389448081065, 0.45332254140931294, -1009.0465163263922
60, 77.30190865902237, -1217.1772003738347, 0.7984978011439026, -1009.0464494239366
70, 73.13442963887304, -1205.9563992896676, 1.1173125131262756, -1009.0463355527803
80, 68.51129411538372, -1193.5087125837558, 1.401491564055284, -1009.0461638557321
90, 63.55240808777098, -1180.1569741898852, 1.6437180633674946, -1009.0459285580471
100, 58.412758566915905, -1166.3184931862802, 1.7560359426452432, -1009.0456455103731
110, 53.277700411174656, -1152.4923165857738, 1.7522811738816655, -1009.0453048907107
120, 48.357715391978715, -1139.2451964063325, 1.697977238834893, -1009.0449491763534
130, 43.868798812266625, -1127.1587275816612, 1.5942548034056785, -1009.044618907562
140, 40.00893637091605, -1116.7660182090854, 1.4434704697229241, -1009.0443575665762
150, 36.933703803583434, -1108.485982450328, 1.2491393738915368, -1009.0442009814078
160, 34.73633504759919, -1102.5696658491875, 1.0158430528154543, -1009.0441679136295
170, 33.43730583975679, -1099.0721954769906, 0.749117277599215, -1009.0442557417958
180, 32.985763601780164, -1097.8566320618627, 0.4553378980362067, -1009.0444427098857
190, 33.271639637904975, -1098.6265885215644, 0.14189712955972347, -1009.0446950948835
200, 34.14461480121722, -1100.9773026075925, 0.18613919142114513, -1009.0449759322032
210, 35.43519379266287, -1104.4523854450485, 0.5171919228528855, -1009.0452522699313
220, 36.973849683113144, -1108.5953712773312, 0.8454234191097927, -1009.04549943653
230, 38.616084833957316, -1113.017150223584, 0.820334152521338, -1009.0456587732439
240, 40.24530697324242, -1117.4038888431176, 0.7475960744022793, -1009.0458145360808
250, 41.75763622804044, -1121.4758543468658, 0.6611219053485627, -1009.0459242610407
260, 43.07594925475549, -1125.0254008598572, 0.5637700489331642, -1009.0459920483834
270, 44.148335772431814, -1127.9127691904725, 0.45868171772381416, -1009.0460240233463
280, 44.9451080381362, -1130.0580335941725, 0.3491859305269202, -1009.046026907973
290, 45.45527394841728, -1131.4316049440029, 0.23869757930149296, -1009.0460071543263
300, 45.68298545809001, -1132.0446679085846, 0.13061210005015592, -1009.0459705418048
310, 45.64422342456428, -1131.9402549916565, 0.028200659561803, -1009.0459220744226
320, 45.36418108840436, -1131.186200597301, 0.0, -1009.0458648676375
330, 44.87458865124357, -1129.8679433493362, 0.0, -1009.045805881182
340, 44.2098368433736, -1128.078078370297, 0.0, -1009.0457452597241
350, 43.4065182053306, -1125.9151303284928, 0.0, -1009.0456844517324
360, 42.50235689088403, -1123.4806698669493, 0.0, -1009.0456240796575
370, 41.53551632173318, -1120.87744990364, 0.0, -1009.0455643383526
380, 40.544147872200476, -1118.2081910896056, 0.0, -1009.0455055925781
390, 39.56586977232588, -1115.5741793271015, 0.0, -1009.0454489173004
400, 38.6368969389041, -1113.0729230856539, 0.0, -1009.045396291471
410, 37.79072368701602, -1110.794606408144, 0.0, -1009.0453503242746
420, 37.056504011741275, -1108.8177273409474, 0.0, -1009.0453136795747
430, 36.45743171438966, -1107.2047360055678, 0.0, -1009.0452885604766
440, 36.0093966917214, -1105.998416558425, 0.0, -1009.0452765297667
450, 35.720029061644304, -1105.219313649577, 0.0, -1009.0452786028435
460, 35.58810815792975, -1104.8641411884917, 0.0, -1009.0452952597552
470, 35.603351505508755, -1104.9052138105717, 0.0, -1009.0453260830797
480, 35.74677797002391, -1105.2914239986571, 0.0, -1009.045369121046
490, 35.99196354611918, -1105.9516227798651, 0.0, -1009.045420449752
500, 36.30739270835384, -1106.8009508287184, 0.0, -1009.0454744050382
510, 36.65975575477973, -1107.749717342865, 0.0, -1009.045524558466
520, 37.01747877672992, -1108.7129069227522, 0.04444062080947359, -1009.0455663651335
530, 37.35366820772528, -1109.6181035228958, 0.12128195023828921, -1009.045593093688
540, 37.64983464036412, -1110.4155247141093, 0.1978335834568357, -1009.0456039350073
550, 37.896550771876534, -1111.079788641822, 0.27156049926178527, -1009.0455994815908
560, 38.093098230853684, -1111.608963816022, 0.34002966379205096, -1009.0455824153423
570, 38.245978933221565, -1112.0205605237056, 0.40097820308190685, -1009.0455570047426
580, 38.36650339798828, -1112.3450368494564, 0.45237509414064536, -1009.0455284405768
590, 38.467851730304794, -1112.6178846594853, 0.4924750139035679, -1009.0455019467435
600, 38.56212468577195, -1112.8716887089824, 0.5198632839583256, -1009.0454817200226
610, 38.65798002738918, -1113.1297617392133, 0.5334911216332563, -1009.0454699942696
620, 38.75936539147331, -1113.4027323958817, 0.5327006571471241, -1009.0454666412633
630, 38.865561361016944, -1113.6886615728101, 0.5172394073035691, -1009.0454695419537
640, 38.97233412715257, -1113.9761468793554, 0.48726411422118154, -1009.0454755820447
650, 39.07366242177717, -1114.2489734713608, 0.4433340670428518, -1009.0454818204711
660, 39.16340679350982, -1114.4906093310672, 0.38639422770763465, -1009.0454863439496
670, 39.236450775117696, -1114.687278059586, 0.317748678980548, -1009.0454885346282
680, 39.28915331306684, -1114.8291767196185, 0.23902510279801287, -1009.0454887733848
690, 39.31925384856013, -1114.9102196563272, 0.15213117744906643, -1009.0454878243099
700, 39.32554632729952, -1114.9271601723385, 0.0592039506851448, -1009.0454862188642
710, 39.30776874795985, -1114.8792897897786, 0.0, -1009.0454809020216
720, 39.267654767810036, -1114.771281585418, 0.0, -1009.0454771823754
730, 39.20720874424875, -1114.6085285075085, 0.0, -1009.0454713961434
740, 39.129642080754806, -1114.3996762345723, 0.0, -1009.0454627106649
750, 39.03840575123714, -1114.1540411296774, 0.137540852697103, -1009.0454759488164
760, 38.93564215685081, -1113.8773388141249, 0.33899306606326074, -1009.0454584453335
770, 38.83126628483038, -1113.596293334996, 0.5253897356769688, -1009.0454387390673
780, 38.736965707317324, -1113.3423749935273, 0.692041467869631, -1009.0454190445179
790, 38.6644005493743, -1113.146980342585, 0.8347649177396171, -1009.0454017274277
800, 38.623816081411604, -1113.0376961881948, 0.9499842132761039, -1009.045388817959
810, 38.62284928247767, -1113.0350859215405, 1.0348174351816128, -1009.0453815994263
820, 38.66575685935484, -1113.1506107738714, 1.0871461413561876, -1009.0453803754701
830, 38.753192268655894, -1113.3860294884562, 1.1056663071804407, -1009.0453844966363
840, 38.8825179417451, -1113.734239261791, 1.0899194806633121, -1009.0453926547187
850, 39.04849612016527, -1114.1811362300202, 1.040303415070827, -1009.0454033362424
860, 39.244117795098845, -1114.7078477550008, 0.9580619284436439, -1009.0454152387649
870, 39.461347522826635, -1115.2927380009435, 0.8452542356384913, -1009.0454274765841
880, 39.691669757821984, -1115.9128788550358, 0.7047044897314167, -1009.0454395322856
890, 39.92645333502931, -1116.5450310739743, 0.5399327414739296, -1009.045451056608
900, 40.157230417328726, -1117.166395144822, 0.35506896457222115, -1009.0454616799894
910, 40.37598241444985, -1117.7553810415677, 0.15475218903170804, -1009.0454709496064
920, 40.575747010550145, -1118.2932172586632, 0.0, -1009.0454529775775
930, 40.75607488613869, -1118.778743898305, 0.0, -1009.0454576318698
940, 40.914613189959084, -1119.2056024203428, 0.0, -1009.0454612831693
950, 41.04762085978201, -1119.5637200627395, 0.0, -1009.0454637550281
960, 41.15219553168629, -1119.845282072215, 0.0, -1009.0454647348815
970, 41.226474167066215, -1120.0452718255501, 0.0, -1009.0454637191743
980, 41.26991836272138, -1120.1622390944963, 0.0, -1009.0454600979707
990, 41.283636492607805, -1120.1991676308241, 0.0, -1009.0454533926672
1000, 41.27061723428648, -1120.1641042302256, 0.0, -1009.0454435639433
