s, T, E, p, H
0, 105.06670100521231, -1250.680168447306, 0.0, -967.7943799928321
10, 104.6965997735849, -1249.6837263550965, 0.0, -967.7944132607056
20, 103.50908387413149, -1246.4864594269832, 0.0, -967.7944616409166
30, 101.48984405534613, -1241.0498322441697, 0.0, -967.7945165157936
40, 98.62748844322061, -1233.3431582432067, 0.0, -967.7945632591418
50, 94.92159665415704, -1223.3652845397094, 0.0, -967.7945808441908
60, 90.39408048761015, -1211.1751804530954, 0.0, -967.7945423850343
70, 85.10338876737866, -1196.9301857524351, 0.0, -967.7944176995941
80, 79.15996691596999, -1180.9276404139491, 0.0, -967.7941790907149
90, 72.73966466592209, -1163.6409936196148, 0.0, -967.7938108864996
100, 66.08987978476084, -1145.7363572218835, 0.0, -967.7933212942021
110, 59.52221864788188, -1128.0527543153994, 0.0, -967.7927519390963
120, 53.38695572089283, -1111.5333554374722, 0.016241295740139255, -967.7921803763115
130, 48.02717078173598, -1097.1019728940435, 0.1769360856094086, -967.7916971944662
140, 43.72922087688162, -1085.5296912678546, 0.3438218530372787, -967.7913878101034
150, 40.67736484225633, -1077.3126642630696, 0.5134555431601738, -967.7913000671849
160, 38.92577787535375, -1072.5967520227873, 0.6821883892607568, -967.7914306400698
170, 38.400132032546914, -1071.1817831341573, 0.846251226340732, -967.7917316444467
180, 38.92383725731744, -1072.5922283853204, 1.0018494104978597, -967.7921320002287
190, 40.25770541382877, -1076.1840172040108, 1.1452645665151786, -967.7925608396017
200, 42.140405996679526, -1081.2534778367376, 1.2729596457851218, -967.7929631150378
210, 44.32093475310315, -1087.1247624470554, 1.3816832919610857, -967.7933048804103
220, 46.57974058127237, -1093.206727860548, 1.4685693397011903, -967.793571129907
230, 48.739264631220216, -1099.021306105593, 1.5312274145707125, -967.7937604419105
240, 50.66656926155423, -1104.2105772206874, 1.567821015496295, -967.7938794781082
250, 52.270988903883996, -1108.530440086658, 1.577130073233607, -967.7939387222846
260, 53.49916856140401, -1111.8372511201599, 1.5585957094363658, -967.7939497186933
270, 54.32908695194309, -1114.0717303880422, 1.5123456992616766, -967.7939235151525
280, 54.76401523891048, -1115.242695002249, 1.4391999104367679, -967.7938698123969
290, 54.82696263783769, -1115.4121036959107, 1.3406557157108125, -967.7937964112909
300, 54.55596532560748, -1114.6823722014603, 1.2188540309896827, -967.7937089201818
310, 54.000400447169795, -1113.1864492625944, 1.076527205878923, -967.7936110826165
320, 53.21816392405925, -1111.0802193058942, 0.9169304804380083, -967.7935060302001
330, 52.27308333378212, -1108.5355385188466, 0.7437591185767273, -967.7933980276382
340, 51.23171867393629, -1105.7316220314328, 0.5610536342082175, -967.7932934049797
350, 50.15914706492475, -1102.8436934305955, 0.3730957441049546, -967.7931995071095
