s, T, E, p, H
0, 97.65358972580592, -4792.689535796977, 0.0, -3905.3128307624247
10, 97.22558375543065, -4788.800290951643, 0.0, -3905.3128697498005
20, 96.02698276175808, -4777.908693271708, 0.0, -3905.312941320354
30, 94.05540028707075, -4759.993032931178, 0.0, -3905.3130213535705
40, 91.31260067447182, -4735.069303075266, 0.0, -3905.313070435351
50, 87.81081271679821, -4703.248571724857, 0.0, -3905.313033729503
60, 83.58139580232805, -4664.815733101876, 0.0, -3905.3128431670575
70, 78.68538788631085, -4620.325363832791, 0.0, -3905.3124243907023
80, 73.22468215547052, -4570.70329939764, 0.0, -3905.3117110211115
90, 67.35142545981081, -4517.332060094636, 0.0, -3905.3106672127174
100, 61.271990311238426, -4462.086971901012, 0.0, -3905.3093150226427
110, 55.241266055561006, -4407.284312155817, 0.0, -3905.307756127925
120, 49.54410169038494, -4355.512681048896, 0.0, -3905.306172149894
130, 44.464232680024416, -4309.350607095663, 0.0, -3905.304791695771
140, 40.24622128071864, -4271.020638053782, 0.0, -3905.303828969211
150, 37.060236332993775, -4242.069230972207, 0.0, -3905.303419317838
160, 34.979848398261474, -4223.164940779052, 0.0, -3905.3035830817757
170, 33.97858171208547, -4214.067095068346, 0.0, -3905.304232729351
180, 33.94420797083, -4213.755721895532, 0.0, -3905.305213227719
190, 34.70446450820196, -4220.6653004017035, 0.0, -3905.30635198264
200, 36.05618616913333, -4232.949521069485, 0.0, -3905.307498193363
210, 37.79134571593888, -4248.717934971701, 0.0, -3905.30854332115
220, 39.71643593025904, -4266.21208194928, 0.0, -3905.309424397555
230, 41.664405647291176, -4283.913945518468, 0.0, -3905.3101163676174
240, 43.50021115727205, -4300.596386101546, 0.0, -3905.3106198185824
250, 45.12187804647917, -4315.332777824414, 0.0, -3905.3109488442283
260, 46.45901335099595, -4327.483479397848, 0.0, -3905.311121962548
270, 47.47025802101784, -4336.672679781605, 0.0, -3905.3111571984864
280, 48.140520740426126, -4342.763260678759, 0.0, -3905.311070818318
290, 48.47824656447228, -4345.831977783862, 0.0, -3905.3108784262013
300, 48.51257396130036, -4346.143629492889, 0.0, -3905.310597595162
310, 48.28996969832544, -4344.120482153344, 0.0, -3905.310251854206
320, 47.86973617024693, -4340.3014491665335, 0.0, -3905.309874633542
330, 47.31786543622181, -4335.286241930624, 0.0, -3905.309508479658
340, 46.699520698198384, -4329.667038543551, 0.0, -3905.309194451833
350, 46.07190551339831, -4323.963669551379, 0.0, -3905.3089552297115
360, 45.48011942022737, -4318.585949299876, 0.0, -3905.308786330061
370, 44.95730951822624, -4313.835062748424, 0.0, -3905.308665515945
380, 44.527711648045525, -4309.931220199036, 0.0, -3905.308572368921
390, 44.209616401541815, -4307.040622755385, 0.0, -3905.30850165882
400, 44.016146589437426, -4305.282527099539, 0.0, -3905.30846328352
410, 43.95375931057427, -4304.71562435971, 0.0, -3905.3084728109116
420, 44.01988988332609, -4305.316619282632, 0.0, -3905.308540211196
430, 44.201492259843924, -4306.966959985874, 0.0, -3905.3086628430565
440, 44.47559164634981, -4309.457859556466, 0.0, -3905.3088253999604
450, 44.81188416176431, -4312.513924730574, 0.0, -3905.3090055308844
460, 45.17652047254805, -4315.82754512822, 0.0, -3905.3091812419825
470, 45.535905898911516, -4319.093430165246, 0.0, -3905.3093363004255
480, 45.8596368192548, -4322.035293745561, 0.0, -3905.309461863545
490, 46.12227331690874, -4324.421960592369, 0.0, -3905.309554795719
500, 46.304169220986346, -4326.074905711318, 0.0, -3905.3096145627533
