s, T, E, p, H
0, 98.85898970932948, -2098.1100081468644, 0.0, -1675.4388919395747
10, 98.35436204550193, -2095.9524529205223, 0.0, -1675.4388697667891
20, 97.08041929521488, -2090.505717351757, 0.0, -1675.4388700571624
30, 95.04434960794138, -2081.800523649072, 0.0, -1675.4388821220668
40, 92.25521544779869, -2069.8756000197864, 0.0, -1675.4388876488001
50, 88.73016190055525, -2054.8042240201, 0.0, -1675.4388604650853
60, 84.5032070317259, -2036.7318063654545, 0.0, -1675.4387672173455
70, 79.63625018371523, -2015.9229597439642, 0.0, -1675.4385702647405
80, 74.23114675143349, -1992.8131311404206, 0.0, -1675.4382343604004
90, 68.4404145967184, -1968.0543885576499, 0.0, -1675.4377381514532
100, 62.47258432963276, -1942.5383112456482, 0.0, -1675.437089307225
110, 56.58716667500881, -1917.3744860756774, 0.0, -1675.4363378925107
120, 51.075058170299144, -1893.8067342953548, 0.0, -1675.4355784635316
130, 46.22415549321717, -1873.0660851353114, 0.012869227699873255, -1675.4349394448388
140, 42.27578416443653, -1856.1844216642844, 0.08995103608366756, -1675.4345178481567
150, 39.38718671323493, -1843.834105590547, 0.16200772093411367, -1675.4343857340448
160, 37.60912981845705, -1836.232187231162, 0.22719031280499863, -1675.434540737998
170, 36.88597021722311, -1833.1407035913783, 0.2838359067013019, -1675.4349223574918
180, 37.076518600890616, -1833.955909778013, 0.3305102694928407, -1675.435439882498
190, 37.98594359411456, -1837.8447140912688, 0.3660445276259804, -1675.43600218435
200, 39.39856708564531, -1843.8849138774685, 0.3895650792131412, -1675.4365372956274
210, 41.1045790369095, -1851.179421534883, 0.4005160328645413, -1675.4369993854716
220, 42.91789374481445, -1858.9326068710648, 0.3986736445798218, -1675.4373667545792
230, 44.68551115064695, -1866.4903151555948, 0.3841524009444937, -1675.4376356585594
240, 46.290316055191674, -1873.3518283298818, 0.3574025790364672, -1675.43781348749
250, 47.649597801272364, -1879.1635302823436, 0.31919929814386727, -1675.4379131309925
260, 48.711253645109956, -1883.7026704726645, 0.270623263168019, -1675.4379490692652
270, 49.44909096563472, -1886.8572761818484, 0.21303358241134146, -1675.437935003732
280, 49.858112989706484, -1888.6060434719022, 0.14439032489975648, -1675.437930674977
290, 49.9394822163017, -1888.9538522874343, 0.2315364331898617, -1675.4378457690475
300, 49.70960765826043, -1887.9709109682533, 0.6027574813082945, -1675.437731973399
310, 49.20903189291655, -1885.83055842812, 0.8866825703972219, -1675.4375886151147
320, 48.48887004651639, -1882.7513569911991, 1.143583319801283, -1675.4374355516686
330, 47.60724539796109, -1878.9818123243379, 1.369824757063605, -1675.4372726615823
340, 46.62698570534375, -1874.790552772363, 1.5594750503519879, -1675.4371085240944
350, 45.61198782844692, -1870.4507801295586, 1.7076097991567547, -1675.4369542289728
360, 44.622764856445556, -1866.2212309366791, 1.810419777518144, -1675.4368229067704
370, 43.71140294053619, -1862.3246123987199, 1.8652954686285215, -1675.436727683472
380, 42.91668274626877, -1858.926740538672, 1.870886048918641, -1675.4366780404137
390, 42.26062273588834, -1856.1217569728237, 1.8271311068579312, -1675.4366757686469
400, 41.74778559215531, -1853.9291613418043, 1.735264079368401, -1675.4367127814721
410, 41.36803406234277, -1852.3055954368326, 1.5977870988340581, -1675.4367726434564
420, 41.10218121416299, -1851.169005897392, 1.4184176150583283, -1675.4368356271443
430, 40.92881112921341, -1850.427812375754, 1.2020077437290526, -1675.4368850368578
440, 40.83011218952432, -1850.0058526420726, 0.9544377579348184, -1675.4369121263223
450, 40.79501785369034, -1849.8558129296432, 0.6824854568074564, -1675.4369180712795
460, 40.81894673234846, -1849.9581153814395, 0.3936733124498688, -1675.4369127220173
470, 40.900564238623076, -1850.3070682864645, 0.0960953440005793, -1675.4369103870526
480, 41.0416887881848, -1850.910388351278, 0.0, -1675.4368531458379
490, 41.24729171513315, -1851.7894852190707, 0.0, -1675.4368957274773
500, 41.499458235314, -1852.8676833385957, 0.0, -1675.4369571508018
510, 41.77245901985224, -1854.0349610920678, 0.0, -1675.4370214149847
520, 42.03935357283336, -1855.1761177989752, 0.0, -1675.437071795094
530, 42.27783019437122, -1856.1957496165644, 0.0, -1675.4370980096812
540, 42.47393847605602, -1857.0342108434766, 0.0, -1675.4370992587915
550, 42.622629966041934, -1857.669923876552, 0.0, -1675.4370825698895
560, 42.72560011696511, -1858.110147719904, 0.0, -1675.4370580478203
570, 42.787995727728486, -1858.3768953278197, 0.0, -1675.4370335338951
580, 42.81576861745373, -1858.4956160304741, 0.0, -1675.4370113853938
590, 42.81476072112099, -1858.4912844518537, 0.0, -1675.4369890625046
600, 42.79136233525957, -1858.3912185176957, 0.0, -1675.4369628101051
610, 42.75357528736519, -1858.2296289790268, 0.0, -1675.4369316057732
620, 42.71121320189093, -1858.0484770306691, 0.0, -1675.4368985420504
630, 42.674787273789136, -1857.8927084969173, 0.0, -1675.436868881768
