s, T, E, p, H
0, 99.71977799545816, -6740.322585006451, 0.0, -5497.315552293065
10, 99.22051438242717, -6734.09928473179, 0.0, -5497.315572954836
20, 97.9188307286755, -6717.873864942127, 0.0, -5497.315639909187
30, 95.81592909679198, -6691.661275713849, 0.0, -5497.3157195223375
40, 92.91733037263427, -6655.530279328342, 0.0, -5497.315756233455
50, 89.23934140756367, -6609.6840632580015, 0.0, -5497.31567261272
60, 84.81794488344119, -6554.571055763997, 0.0, -5497.3153727919025
70, 79.71958836996619, -6491.019421685293, 0.0, -5497.314752653665
80, 74.05254191484956, -6420.37865518606, 0.0, -5497.31372021746
90, 67.97632442542474, -6344.637111303309, 0.0, -5497.31222734039
100, 61.70546901613939, -6266.468978902303, 0.0, -5497.310307616126
110, 55.50333843272505, -6189.1572195285125, 0.0, -5497.308105964595
120, 49.66285001422185, -6116.353304072954, 0.0, -5497.305878645679
130, 44.47449239365632, -6051.678495665867, 0.0, -5497.30394797894
140, 40.18717942130212, -5998.235809633076, 0.0, -5497.302618146546
150, 36.9717896023468, -5958.1554426298735, 0.0, -5497.302085236621
160, 34.89776794639576, -5932.303060925576, 0.0, -5497.302383473752
170, 33.92901052151108, -5920.228506238348, 0.0, -5497.303390087713
180, 33.9385631228687, -5920.349068047959, 0.0, -5497.304878721401
190, 34.73596614059984, -5930.290415367616, 0.01860152987328266, -5497.306597425039
200, 36.09889188326913, -5947.280987418528, 0.05198865293398962, -5497.3083000935785
210, 37.80285896106565, -5968.522459716412, 0.08314796060073475, -5497.309822766729
220, 39.64312139590278, -5991.462570994096, 0.11130712871314875, -5497.311062794168
230, 41.44860058499254, -6013.968783905879, 0.13576989171577947, -5497.3119776139465
240, 43.08847362994982, -6034.410393057527, 0.155934330069998, -5497.3125692602025
250, 44.47307851868002, -6051.669792152362, 0.17130876043614074, -5497.312868417015
260, 45.55099638060362, -6065.106091062105, 0.1815248278871883, -5497.312921177881
270, 46.3039130430013, -6074.491055399816, 0.18634747403300392, -5497.312779318805
280, 46.74047581055535, -6079.932524828194, 0.18568153520831882, -5497.312493849621
290, 46.88998210312118, -6081.795738247937, 0.17957480890938138, -5497.3121113325315
300, 46.796406041276505, -6080.628873740002, 0.16821751262283274, -5497.31167243549
310, 46.51300011060426, -6077.0957583983845, 0.15193814532647676, -5497.311212019702
320, 46.09752240965563, -6071.916376703663, 0.13119584652222363, -5497.310759867306
330, 45.6080554708997, -6065.814752718167, 0.10656942902917789, -5497.310341273403
340, 45.09938676178854, -6059.473833182827, 0.07874333831263244, -5497.309977197133
350, 44.61996081813452, -6053.497495749614, 0.0484908613757719, -5497.309684151567
360, 44.20943909248882, -6048.3801322350755, 0.01665497087921837, -5497.309473947203
370, 43.89696980759728, -6044.485078665011, 0.0, -5497.309350013311
380, 43.7003811246472, -6042.034568516127, 0.0, -5497.3093177974
390, 43.625571795407005, -6041.102116735326, 0.0, -5497.309364305577
400, 43.66784609537445, -6041.629170888238, 0.0, -5497.309469309395
410, 43.81435773954979, -6043.45557511668, 0.0, -5497.3096058931915
420, 44.047319050224644, -6046.359579900146, 0.0, -5497.309747939096
430, 44.34716685845852, -6050.097312756903, 0.0, -5497.309877866218
440, 44.69480527915787, -6054.430737439125, 0.0, -5497.309989634422
450, 45.07256963819493, -6059.139665961981, 0.0, -5497.310085421882
460, 45.46425239391681, -6064.022075402969, 0.0, -5497.310169312796
470, 45.85487057830426, -6068.891204876459, 0.0, -5497.310243117896
480, 46.230639401308984, -6073.575226754936, 0.0, -5497.310306617619
490, 46.57914325267356, -6077.91938095205, 0.0, -5497.310360307474
500, 46.889418432734665, -6081.787007898468, 0.0, -5497.3104071344305
510, 47.15175725341902, -6085.057105790104, 0.0, -5497.3104516262365
520, 47.35732400892372, -6087.619541081462, 0.0, -5497.310497310227
530, 47.497867960335135, -6089.371468271749, 0.0, -5497.310544146172
540, 47.56582500090439, -6090.21859568376, 0.0, -5497.310587047487
550, 47.55497776030507, -6090.083413664969, 0.0, -5497.310615882767
560, 47.4616670202833, -6088.920296614851, 0.0, -5497.31061720702
570, 47.286341212117094, -6086.734820961856, 0.0, -5497.310577752816
